u,g,r,i,z,redshift
23.66331,22.18503,20.25061,19.42736,18.80669,0.4912891
22.94815,21.60063,19.97032,19.39198,19.03216,0.3154335
18.84464,17.39551,16.56631,16.08198,15.72798,0.07318031
23.66215,22.3469,20.67553,19.49719,18.92431,0.6220648
22.96898,20.71819,19.0074,18.31428,17.77925,0.3923541
23.48565,22.14779,20.8874,19.94785,19.32007,0.4092299
23.96838,21.64116,20.49286,19.75026,19.37924,0.5219348
21.17368,20.48288,18.87302,18.27068,17.91247,0.3333298
23.37449,21.92246,20.68991,19.64075,19.20473,0.5760791
22.3053,20.25143,18.61697,18.02492,17.60562,0.2884077
20.42966,18.5578,17.37784,16.89423,16.53929,0.1806096
19.70678,17.64249,16.67945,16.2367,15.87246,0.08847246
24.77697,23.8507,20.68074,19.28803,18.73332,0.6766146
15.002,13.25014,12.4316,11.94721,11.61041,0.006685563
22.14334,19.85688,18.26674,17.66396,17.24588,0.2923676
20.2562,18.40608,17.61904,17.23169,16.94175,0.05854148
19.48188,18.25622,17.77069,17.53596,17.26349,0.02440353
24.80589,22.19876,20.28988,19.36366,19.04228,0.4707997
25.18863,22.40936,20.56275,19.53752,19.04384,0.5677924
19.085,17.78983,17.07232,16.61232,16.32227,0.09083197
19.42913,17.52109,16.54752,16.11374,15.74206,0.1023552
23.61263,22.00429,20.12788,19.09427,18.5325,0.6063907
20.77489,18.74287,17.42163,16.87384,16.48814,0.2255765
22.40127,20.80832,19.11648,18.41871,17.97468,0.3318809
17.95126,17.15941,16.79683,16.61898,16.49532,0.006197183
19.32514,17.95783,17.48858,17.35781,17.23208,0.04346249
22.82201,19.754,18.27467,17.5929,17.17053,0.1874939
22.8948,22.41604,20.5405,19.53351,18.8759,0.557167
22.61575,21.22833,20.17329,18.9502,18.54606,0.593122
24.57083,22.74225,20.70181,19.5361,19.08849,0.562085
22.75533,21.33842,19.58055,18.83218,18.38617,0.4278747
25.76908,21.37526,19.65524,18.73012,18.32012,0.4758351
22.21001,21.04925,20.64053,20.44045,19.93481,0.08800512
22.74527,21.95187,20.91833,19.90996,19.48481,0.6003981
19.04619,18.21951,17.95267,17.6562,17.61197,0.0905709
21.80304,21.44247,21.46698,20.83047,21.88391,0.4075162
22.69463,21.92349,20.17884,19.07387,18.72082,0.5857959
21.44226,20.81814,20.2755,20.3437,20.66952,0.1670464
18.08263,17.05547,16.60798,16.36546,16.17381,0.03767181
23.41259,21.94473,20.335,19.52112,18.95812,0.465104
18.83931,17.00181,16.06593,15.61665,15.26524,0.07492882
24.33169,22.67251,20.80297,19.91675,19.53783,0.4646046
23.93554,20.77153,18.93345,18.23478,17.76802,0.3510061
22.50911,21.99027,20.40297,19.39245,18.99977,0.568324
20.43155,18.60038,17.29918,16.80786,16.48454,0.2118661
18.36292,16.81221,16.08372,15.66132,15.38276,0.1020441
22.92216,22.43903,21.22261,20.82505,20.22863,0.4208609
20.00983,17.87316,16.77066,16.34748,15.94817,0.1067381
22.53328,22.23759,21.49228,20.33447,19.80651,0.7433721
19.97998,18.08373,17.1307,16.66089,16.29786,0.08476962
22.56159,22.90121,21.35115,20.10701,19.6937,0.6724073
22.44115,20.15546,18.53152,17.91656,17.50069,0.3301937
17.60564,15.6884,14.79852,14.34542,14.01396,0.04017343
24.70122,22.65169,21.3026,19.84,19.19718,0.6680096
18.37253,17.2353,16.77901,16.44846,16.31955,0.08098362
20.00025,18.39493,17.46612,17.00263,16.6904,0.157874
24.37754,23.06011,21.16757,19.73363,19.12062,0.683477
25.92328,20.43691,18.82854,18.21349,17.77226,0.3473358
22.29068,20.38689,18.7483,18.12974,17.6622,0.3105554
20.29995,18.49623,17.62175,17.24214,16.93801,0.08329241
19.76812,17.94587,17.00503,16.54652,16.20543,0.0812213
21.98776,20.38007,18.75974,18.13768,17.75431,0.3117509
21.55556,20.1316,18.2945,17.69633,17.28448,0.3619778
21.0968,19.29701,17.85228,17.2886,16.85251,0.2448376
20.90425,19.07905,17.58656,17.06839,16.67525,0.2520623
21.04275,18.76407,17.4299,16.89539,16.54372,0.1895325
19.21592,18.00839,17.49589,17.11262,16.86222,0.08772004
18.69289,16.97156,16.14869,15.7145,15.40349,0.08723669
20.2031,18.42124,17.49087,17.02636,16.68085,0.1304678
22.42459,21.10427,19.37369,18.63276,18.19286,0.4262736
18.78032,17.5474,16.99301,16.68377,16.43999,0.03281063
22.45957,20.712,18.90395,18.29726,17.95286,0.3769453
23.5225,22.19523,20.43039,19.44637,19.05318,0.4938487
23.9943,22.23373,20.86301,19.86625,19.4738,0.5381947
22.25336,19.50803,17.9009,17.26693,16.81899,0.2754253
21.91469,20.80398,19.55353,18.96282,18.6347,0.3846722
22.20431,21.39659,20.05404,19.19504,18.64849,0.5575064
21.98904,22.24623,21.12748,19.98747,19.58026,0.7267808
24.09849,22.33293,20.43226,19.61877,19.34554,0.4848822
23.18784,21.95845,19.71396,18.77677,18.43169,0.4665538
21.84017,21.15768,19.46829,18.5765,17.98339,0.4999391
23.92531,22.34384,20.67296,19.75211,19.3614,0.5247164
25.47805,22.94332,21.22051,19.9545,19.47213,0.6291765
19.60857,17.50877,16.45768,15.91491,15.47743,0.1129854
22.85499,22.6931,21.09344,19.9911,19.33245,0.5852724
24.87219,22.48964,21.45255,20.45485,19.89012,0.5603901
18.73435,16.83528,15.89845,15.49562,15.14348,0.08417733
20.03072,18.08842,17.03544,16.50447,16.08876,0.1309158
25.34072,21.92598,20.49838,19.51198,19.02651,0.5139103
23.69949,22.7943,20.77307,19.66477,19.17133,0.6125562
25.88663,21.96262,20.29757,19.17392,18.64775,0.5271166
21.90077,19.59796,17.78668,17.15463,16.72247,0.324064
18.58793,17.38751,16.85603,16.44719,16.20762,0.05922851
24.02857,22.19153,20.83294,19.98574,19.54492,0.5354482
21.61002,19.93173,18.2366,17.58861,17.13181,0.2988712
23.34944,21.44814,20.34202,19.62772,19.2438,0.2641911
23.10963,22.07387,20.54932,19.75913,19.07971,0.4740523
26.34136,23.69153,21.85822,20.22174,19.44228,0.7242735
19.3753,18.0161,17.42619,17.05678,16.93502,0.08187883
23.02462,22.16428,20.36879,19.53271,18.92883,0.5019516
20.34189,18.59205,17.66879,17.26805,16.94387,0.09799057
19.22729,18.04845,17.56921,17.27507,17.14516,0.05277009
25.78642,22.09356,20.69506,19.66752,19.35137,0.5593714
18.42381,16.56606,15.62659,15.1468,14.78974,0.07850038
20.22318,18.53454,17.3979,16.87562,16.50757,0.2105374
27.01323,22.0695,21.16719,21.13085,20.53476,0.2814732
25.14247,21.30449,19.35256,18.67203,18.32784,0.3195631
24.23252,21.38314,19.87231,19.11481,18.56636,0.5015701
23.67376,21.1481,19.30248,18.40329,18.02803,0.4808733
25.50809,22.15176,20.70006,19.83205,19.42588,0.5468086
25.03768,21.47277,19.15867,18.40668,18.07229,0.2861362
23.31703,22.79691,20.73945,19.58755,19.41122,0.6205912
18.71251,17.62315,17.18752,16.89303,16.6967,0.08552437
23.77156,21.89945,20.64421,19.61258,19.22032,0.5115398
24.44586,24.36333,22.00318,20.5063,19.61251,0.9667385
20.43005,18.31268,17.12617,16.64889,16.25668,0.1541406
20.30172,18.99969,17.94143,17.45383,17.12538,0.2195342
18.91281,17.89892,17.54269,17.32535,17.36393,0.05022789
23.16643,20.62709,18.82669,18.22707,17.91201,0.3456007
23.27586,22.21803,20.7084,19.69491,19.38606,0.5339274
23.75097,22.09656,21.53905,21.13032,20.74357,0.1475559
22.83467,21.89801,21.04622,20.75189,20.44202,0.4160998
24.08026,21.95952,20.17859,19.24008,18.72545,0.4858103
20.05791,19.88036,19.37651,19.99651,19.36453,0.2823173
23.74205,22.29146,20.9443,19.80874,19.23003,0.5375472
24.56748,21.96483,20.59018,19.68994,19.11969,0.5063639
24.60115,23.32998,21.22453,20.18558,19.67514,0.6235586
22.72804,19.90196,18.26304,17.66917,17.35208,0.30483
23.91132,21.90899,20.34807,19.78888,19.36697,0.2491423
23.0281,22.26616,20.34531,19.37241,18.86656,0.5242685
24.5859,22.66168,20.55459,19.55729,19.2859,0.5381207
17.4006,16.28152,15.84907,15.60405,15.40086,0.03276557
25.12502,21.03842,19.20746,18.61833,18.28532,0.3372973
24.38881,24.65938,21.76117,20.52882,19.79233,0.7318118
24.40781,22.79698,21.05525,19.88663,19.45017,0.5403479
19.13797,18.12006,17.73305,17.39803,17.23453,0.06570902
23.92957,21.18817,19.41494,18.63816,18.20734,0.4306554
20.0022,17.98718,16.6945,16.2097,15.82321,0.1822973
23.33455,20.10455,18.50471,17.97145,17.65861,0.2930593
20.5017,18.22564,17.2236,16.69511,16.29509,0.08414804
22.17316,20.57766,19.79833,19.47418,19.38945,0.1918235
23.64891,22.51466,20.8336,19.70277,19.16372,0.5748688
23.47904,22.85731,20.98674,19.91203,19.47391,0.5856104
19.65499,18.39502,17.49959,17.05483,16.74039,0.1418498
19.20394,17.38704,16.47666,16.06988,15.74119,0.08415757
19.29204,17.70238,16.96013,16.54853,16.288,0.09878141
23.06252,21.03846,20.35386,19.53234,19.25576,0.7606978
19.47717,17.81107,16.92666,16.47743,16.13741,0.1416581
20.21494,18.39827,17.37293,16.89213,16.48032,0.1042119
20.99833,19.18472,17.929,17.4632,17.07635,0.1888327
24.95296,21.75241,20.10847,19.3803,19.03472,0.4165522
22.23683,20.77843,19.47516,19.14641,18.75289,0.5151992
20.73478,19.13353,17.83779,17.29623,16.96946,0.2159307
24.42506,22.69609,20.78401,19.65516,19.52921,0.5692166
22.46193,21.99474,20.79433,19.83315,19.16691,0.657595
19.66051,18.23585,17.50956,17.04711,16.76785,0.07508112
19.19329,17.19965,16.31283,15.88272,15.53908,0.09100226
20.15566,18.31944,17.40413,16.99187,16.66059,0.08807518
21.60768,20.96487,19.82005,19.42735,19.02584,0.4617519
21.34089,19.01572,17.69177,17.14758,16.74255,0.1793143
17.76149,16.54338,16.08581,15.82439,15.65853,0.04246772
21.613,20.71839,20.1646,19.63083,19.53085,0.132883
24.58383,22.96928,20.66347,19.65536,19.10801,0.5794257
22.55613,21.30976,20.02157,19.40335,18.95991,0.371757
24.28686,24.49317,22.24714,20.971,20.74774,0.570739
24.76124,22.52747,20.8023,19.78813,19.25385,0.5438911
19.86033,18.04954,16.97472,16.44806,16.00882,0.1162227
19.44868,17.50936,16.53981,16.09032,15.75968,0.08104298
19.19302,17.7789,16.90509,16.43503,16.1952,0.1793549
22.46119,22.03243,21.00668,20.17748,19.78085,0.6933306
18.19019,16.24207,15.29466,14.83085,14.4905,0.06312977
22.33282,21.86287,21.16441,20.63888,20.3601,0.1822126
19.01073,17.82328,17.13869,16.7024,16.4273,0.07773671
24.46898,20.71643,18.94112,18.3329,18.10408,0.3157947
21.95646,20.87739,19.55403,19.0704,18.67086,0.4122983
19.23431,17.90094,17.20117,16.86932,16.57295,0.02894331
18.13594,16.34063,15.49986,15.0692,14.7437,0.03024096
20.89785,18.86303,17.76147,17.31467,16.93348,0.1517597
23.72647,21.02969,19.30186,18.61655,18.25757,0.3804573
23.4275,22.63457,21.13061,20.00072,19.8286,0.6176932
17.88402,17.00531,16.67786,16.46954,16.33963,0.02983111
22.47946,23.02685,21.24527,20.66322,19.90963,0.390589
22.89022,21.15312,19.40032,18.63859,18.1903,0.4328567
25.38086,22.97973,21.17781,20.01572,19.43007,0.646958
18.42649,17.34002,16.9105,16.56183,16.4052,0.06992946
23.31297,21.42819,19.60625,18.91401,18.46564,0.3967136
23.0782,22.3345,20.53866,19.54335,19.04647,0.489356
24.56652,20.30677,18.57058,17.95009,17.56503,0.3217115
19.10206,17.08959,16.10446,15.67268,15.322,0.08757104
21.81269,21.11591,20.08361,19.39006,18.97564,0.5487878
23.46229,22.98506,21.00573,19.53922,18.93714,0.5851071
24.35019,22.23543,20.29959,19.35126,18.79923,0.5062642
25.23647,21.68751,21.0074,19.77194,20.89938,0.472061
21.83341,21.34927,21.04476,20.70621,20.62584,0.5981069
23.75087,21.17436,19.78707,19.019,18.49706,0.4280955
23.93808,23.00277,21.27082,20.24103,19.75705,0.5368596
24.07064,21.90822,20.42627,19.52054,19.15647,0.4380054
23.67854,24.42532,23.42957,21.96463,22.82689,0.01689907
23.18075,22.05486,20.17274,19.2364,18.87505,0.5031986
19.46301,17.80549,16.63376,16.00749,15.45163,0.05198183
24.87523,21.32052,19.49745,18.60415,18.07076,0.4851875
26.31455,22.2364,20.89727,19.45091,18.92856,0.691304
19.65634,18.45234,17.59472,17.19203,16.93004,0.2031299
24.54458,23.26972,21.23116,20.5827,20.65676,0.3574454
25.16805,22.05729,20.32366,19.3548,18.80421,0.5300309
22.12226,19.68546,18.58211,18.15152,17.71463,0.1394016
23.47072,21.87374,20.90084,20.28315,19.85543,0.1729898
24.66083,20.56734,18.8067,18.20016,17.79179,0.3323143
22.67387,21.7629,20.25191,19.49036,19.04874,0.3913996
22.97816,22.06635,20.5943,19.51173,18.90179,0.5840973
23.3451,21.71512,19.93682,19.06415,18.64082,0.4992329
20.51682,18.58843,17.53934,17.00923,16.60969,0.1185524
25.15315,22.85854,21.25079,19.97141,19.38943,0.5761611
24.91855,22.67929,20.87894,19.86793,19.46601,0.5652786
24.55524,22.15954,20.77412,19.61977,19.09262,0.5459858
23.0778,22.27763,20.57973,19.54935,19.01923,0.5350585
18.56801,17.38201,16.75504,16.39328,16.14498,0.1028595
21.7704,21.52926,20.05461,19.24684,18.71708,0.4209834
18.68743,17.78275,17.3108,16.92147,16.82964,0.1025437
25.53725,22.80845,21.24823,20.1118,19.67231,0.5576124
20.52873,18.70809,17.7172,17.29898,16.96434,0.1306251
24.4593,24.29665,21.38109,20.74458,19.86394,0.8244936
25.22059,23.26428,21.75878,20.56237,19.70635,0.7434248
20.17076,18.31452,17.48059,17.12639,16.82139,0.09752673
18.62551,17.23164,16.55932,16.1805,15.91817,0.06381946
24.67253,22.26222,20.88914,19.91397,19.34456,0.4772547
20.32755,18.34648,17.19412,16.71376,16.30916,0.1496339
22.42705,20.48506,18.79644,18.13366,17.68766,0.3508876
19.2867,17.95832,17.17408,16.74475,16.41903,0.1482422
25.81616,23.82283,21.65872,20.40382,19.62589,0.6928087
23.05479,22.40882,20.67457,19.29276,18.71633,0.6901758
22.93546,21.99896,20.63778,19.50391,18.9636,0.2174197
17.02505,15.07137,14.19486,13.78339,13.48647,0.0677539
19.26203,18.2125,17.69984,17.37046,17.16718,0.1163748
23.31807,22.22634,20.53143,19.62567,18.98091,0.5230189
25.8493,22.8484,20.63316,19.45272,19.07893,0.6285707
24.44311,22.33374,20.29873,19.43334,18.79769,0.511135
19.40652,18.54347,18.06119,17.67223,17.5188,0.1511175
22.96401,20.94818,19.23309,18.54076,18.06442,0.4108897
24.54432,18.88995,17.6227,17.12509,22.77442,0.2254309
19.52087,18.58617,18.21799,17.85122,17.79486,0.08296216
23.24329,22.59906,21.17272,20.00638,19.58933,0.593275
24.18579,23.14826,21.47364,20.47554,20.09311,0.5389475
21.94141,21.63993,20.57501,19.78195,19.33937,0.6001732
23.51866,22.40485,20.13995,19.0528,18.68435,0.6375295
24.86429,22.68719,20.86605,19.88249,19.37275,0.5735338
25.31874,22.33993,20.65277,19.66545,19.38137,0.5668833
19.21471,17.21678,16.21563,15.78574,15.42265,0.1028747
22.71884,22.3144,20.62337,19.67296,19.06994,0.5604262
23.33409,22.45622,20.96349,19.80624,19.4125,0.5504626
20.00561,18.42951,17.46425,17.05866,16.75461,0.1223188
21.60106,18.96518,17.67249,17.10877,16.70652,0.1625596
23.49881,22.75588,20.66097,19.44213,18.73041,0.6585007
18.09883,17.18917,16.90491,16.69702,16.58069,0.04050918
18.05501,16.10338,15.21678,14.80099,14.54491,0.05345204
23.05644,20.18708,18.5162,17.94891,17.50879,0.3093514
25.67959,22.467,20.53694,19.47502,18.99099,0.5228159
24.61692,21.69832,20.19438,19.30293,18.72437,0.4829676
18.89699,17.21092,16.39155,15.94247,15.60263,0.04030824
26.1398,22.44242,20.34068,19.16298,18.63039,0.6551273
20.78864,18.63115,17.17682,16.63317,16.24419,0.2222592
22.9554,24.43718,22.46089,21.10697,19.80989,0.8733675
19.74234,17.74308,16.81565,16.38737,16.09263,0.07612113
20.71636,18.51779,17.41164,16.91913,16.52613,0.1357055
19.6892,18.20602,17.45729,17.01998,16.6974,0.07326705
20.57167,18.85483,17.84785,17.38458,17.08819,0.1495223
21.39119,21.52441,20.49406,20.05986,19.36978,0.6310501
22.92955,22.04351,20.30524,19.36395,18.88646,0.5133436
18.81479,16.91118,16.41917,16.17832,15.9047,0.02355934
20.39826,19.3584,18.56634,18.18004,18.04008,0.200228
20.1666,18.06916,16.9019,16.42442,16.05683,0.1592507
22.36034,23.19839,21.00888,19.72708,19.33569,0.7183412
18.02143,17.08564,16.7562,16.48539,16.35295,0.04951096
17.5931,15.76669,14.88423,14.41485,14.06985,0.0532371
17.31221,15.28709,14.39582,13.96737,13.63943,0.04080328
19.96881,18.41456,17.45417,17.03035,16.68839,0.1265133
20.31429,18.36645,17.32428,16.88182,16.50008,0.1228116
26.14898,21.53976,19.80602,18.85133,18.05271,0.5452389
19.11242,17.61934,16.87255,16.44748,16.16137,0.05208408
26.39404,14.74279,13.82646,13.92899,22.88977,0.2061218
26.06624,23.1012,21.04644,20.05971,19.48757,0.5721082
23.95868,22.40869,20.75327,19.71165,19.13114,0.566269
22.65801,20.10212,18.48925,17.86014,17.44706,0.2957047
20.37624,18.39888,17.33349,16.89317,16.55535,0.135606
20.21851,18.70641,17.61022,17.05292,16.67321,0.1796099
25.45525,21.02137,19.27254,18.58642,18.20925,0.4243098
19.84099,18.36415,17.18364,16.68031,16.3328,0.2147131
21.05956,19.83601,19.27464,18.95211,18.84154,0.1671343
17.9315,16.0318,15.18014,14.77863,14.46126,0.04623495
19.53255,17.67829,16.70309,16.26295,15.91723,0.1233387
20.27798,18.66822,17.68787,17.21471,16.83614,0.1752886
19.87376,18.26213,17.41369,17.01694,16.75869,0.08835216
19.14648,17.90104,17.30717,16.84953,16.60599,0.06101532
25.5012,22.0558,20.29781,19.49991,19.08418,0.4238048
23.2417,22.57921,20.85189,19.83492,19.26908,0.5596091
21.16792,18.97699,17.71725,17.20474,16.8464,0.1961606
18.51333,17.34428,16.81155,16.54236,16.36656,0.04711344
20.71588,18.09968,26.27825,25.72778,24.42436,0.1507341
20.09992,18.07545,17.20976,16.65739,16.34411,0.1116795
25.50762,23.13887,20.79383,19.86776,19.44677,0.4790623
22.91643,20.61549,18.82213,18.20378,17.77465,0.3513465
26.56235,22.63812,20.72604,19.86857,19.67469,0.412648
19.40763,17.58533,16.63974,16.2109,15.85421,0.08505735
19.6856,18.13282,17.34916,16.95134,16.64973,0.08461059
24.53116,21.17064,19.24769,18.42459,17.98022,0.4808878
25.28314,21.35612,19.59736,18.92798,18.56301,0.4229727
20.22425,18.40793,17.45351,17.08015,16.77206,0.1509646
18.56496,16.8087,15.82913,15.36071,14.9889,0.09585926
23.23078,20.14151,18.54054,17.89657,17.56026,0.3179673
22.40127,21.91542,20.56412,19.55305,18.98417,0.5251572
22.2102,20.75902,18.99239,18.34715,17.90455,0.3958248
19.04743,16.87117,15.78699,15.31259,14.93369,0.0877929
25.13201,22.7312,21.03109,19.69692,19.24902,0.6217935
25.26127,22.49966,20.80244,19.83187,19.31736,0.5590506
24.96456,21.69983,20.31535,19.55161,19.24104,0.5212515
26.35452,22.66805,20.92314,19.88918,19.38231,0.5644622
22.16802,22.01233,20.43675,19.61674,19.2003,0.6036627
23.02944,22.16426,20.33145,19.52523,19.09688,0.4369537
26.26281,21.8203,20.21365,19.38433,19.00985,0.4653164
21.63604,19.50012,18.25359,17.74254,17.41851,0.181113
16.63782,15.67488,15.26671,15.07679,14.89407,0.02016207
20.3677,18.38642,17.32524,16.87083,16.49627,0.1405804
23.44871,22.29842,20.52799,19.6801,19.14757,0.4844869
20.62912,18.49782,17.38807,16.93129,16.53872,0.115644
20.25112,18.99099,18.49705,17.73571,17.4185,0.1386752
19.62849,18.1988,17.45685,17.08264,16.80154,0.1230725
23.55036,22.34437,20.73334,19.78683,19.38879,0.5258551
25.62764,22.69604,20.98141,19.80468,19.33206,0.5635316
24.86819,22.29811,20.62828,19.66684,19.22566,0.7883698
19.46546,17.82151,16.94532,16.53046,16.2055,0.07280552
23.61153,19.93474,18.26378,17.63969,17.28999,0.2962067
26.2216,21.3516,19.52111,18.60671,18.03437,0.5050785
20.4652,18.49881,17.42531,16.98174,16.57538,0.14329
25.46931,22.4628,20.97717,20.0245,19.79133,0.4906198
23.98127,22.23056,20.50172,19.54324,19.28218,0.522431
19.1929,18.09323,17.61686,17.3168,17.16804,0.08629435
24.79144,22.45164,20.88952,20.00522,19.57307,0.4822927
21.21785,19.24563,17.84761,17.37438,16.97009,0.2293367
18.45739,16.7519,16.00312,15.63624,15.32558,0.02379078
18.93295,17.62261,17.00974,16.65435,16.42755,0.05973842
24.5443,23.73237,21.85363,20.74609,19.98822,0.6476956
19.16942,18.08608,17.62819,17.31581,17.21268,0.08775959
24.95368,22.00397,20.40277,19.55702,19.06127,0.5349177
20.63543,18.49553,17.12964,16.60227,16.23261,0.191862
20.06787,18.46601,17.69269,17.22798,16.97739,0.1215045
23.19773,21.60966,20.04078,19.14085,18.69432,0.4733915
20.76075,19.005,17.76491,17.11052,16.48327,0.07982544
23.67303,22.00578,19.87662,18.79114,18.35423,0.5491672
21.98858,21.12878,19.29534,18.63091,18.28405,0.3794796
24.93829,22.73984,21.13558,19.94593,19.4102,0.6281555
20.48009,18.49137,17.52464,17.12708,16.78388,0.1095695
20.32369,18.46459,17.5178,17.06995,16.75961,0.1807825
17.54542,15.64897,14.84944,14.45058,14.14638,0.05038764
25.97859,22.49594,21.05546,20.14912,19.81316,0.549287
21.39611,21.26245,20.29053,19.49552,19.18424,0.7154741
19.30639,18.07617,17.48455,17.10687,16.89499,0.04512895
25.36093,23.1367,21.52101,20.07188,19.56005,0.6972312
25.50906,24.11554,21.29191,19.9741,19.28418,0.6461327
20.48858,18.40471,17.20972,16.70132,16.26696,0.1384507
19.04543,17.27569,16.44287,16.01445,15.66356,0.04517534
19.86085,17.702,16.49528,16.049,15.65498,0.1582888
17.64499,15.74391,14.87046,14.44453,14.12068,0.03388923
21.95527,21.15219,20.39956,19.28803,18.74833,0.661254
20.63425,18.69497,17.74367,17.25504,16.97868,0.1198002
24.45855,20.0983,18.35197,17.80251,17.40443,0.3136902
22.62184,21.8201,20.10048,19.34019,18.61488,0.4616992
23.90212,22.79297,21.09018,20.00608,19.52148,0.5985699
24.54279,20.66869,18.98984,18.38785,18.01931,0.373038
22.16222,21.83734,20.52841,19.73414,19.32205,0.4074295
25.15298,22.34949,20.9478,20.00061,19.473,0.6892916
20.49594,18.43063,17.24778,16.75936,16.36514,0.150777
22.90858,22.551,21.6674,20.39086,19.7082,0.6417095
23.89776,20.69602,18.94819,18.32226,18.0405,0.3444158
